Timestamp,engine_cooling,engine_oil_pressure,txn_oil_pressure
2024-01-01 01:42:00,"119.92 °C, TEMPERATURE EXCEEDED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>","1.4 Pa, PRESSURE DROP! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>",1.50 Pa
2024-01-01 01:43:00,"123.81 °C, TEMPERATURE EXCEEDED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>","1.4 Pa, PRESSURE DROP! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>",1.50 Pa
2024-01-01 01:44:00,"123.84 °C, TEMPERATURE EXCEEDED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>","1.4 Pa, PRESSURE DROP! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>",1.50 Pa
2024-01-01 01:45:00,"121.94 °C, TEMPERATURE EXCEEDED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>","1.4 Pa, PRESSURE DROP! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>",1.50 Pa
2024-01-01 01:46:00,"118.05 °C, TEMPERATURE EXCEEDED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>","1.4 Pa, PRESSURE DROP! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>",1.50 Pa
2024-01-01 01:47:00,"118.47 °C, TEMPERATURE EXCEEDED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>","1.4 Pa, PRESSURE DROP! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>",1.50 Pa
2024-01-01 01:48:00,"128.48 °C, TEMPERATURE EXCEEDED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>","1.4 Pa, PRESSURE DROP! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>",1.50 Pa
2024-01-01 01:49:00,"119.83 °C, TEMPERATURE EXCEEDED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>","1.4 Pa, PRESSURE DROP! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>",1.50 Pa
2024-01-01 01:50:00,"119.92 °C, TEMPERATURE EXCEEDED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>","1.4 Pa, PRESSURE DROP! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>",1.50 Pa
2024-01-01 01:51:00,"123.81 °C, TEMPERATURE EXCEEDED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>","1.4 Pa, PRESSURE DROP! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>",1.50 Pa
2024-01-01 01:52:00,"123.84 °C, TEMPERATURE EXCEEDED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>","1.4 Pa, PRESSURE DROP! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>",1.50 Pa
2024-01-01 01:53:00,"121.94 °C, TEMPERATURE EXCEEDED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>","1.4 Pa, PRESSURE DROP! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>",1.50 Pa
2024-01-01 01:54:00,"118.05 °C, TEMPERATURE EXCEEDED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>","1.4 Pa, PRESSURE DROP! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>",1.50 Pa
2024-01-01 01:55:00,"118.47 °C, TEMPERATURE EXCEEDED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>","1.4 Pa, PRESSURE DROP! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>",1.50 Pa
2024-01-01 01:56:00,"128.48 °C, TEMPERATURE EXCEEDED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>","1.4 Pa, PRESSURE DROP! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>",1.50 Pa
2024-01-01 01:57:00,"119.83 °C, TEMPERATURE EXCEEDED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>","1.4 Pa, PRESSURE DROP! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>",1.50 Pa
2024-01-01 01:58:00,"119.92 °C, TEMPERATURE EXCEEDED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>","1.4 Pa, PRESSURE DROP! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>",1.50 Pa
2024-01-01 01:59:00,"123.81 °C, TEMPERATURE EXCEEDED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>","1.4 Pa, PRESSURE DROP! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>",1.50 Pa
2024-01-01 02:00:00,"123.84 °C, TEMPERATURE EXCEEDED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>","1.4 Pa, PRESSURE DROP! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>",1.50 Pa
2024-01-01 02:01:00,"121.94 °C, TEMPERATURE EXCEEDED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>","1.4 Pa, PRESSURE DROP! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>",1.50 Pa
2024-01-01 02:02:00,"118.05 °C, TEMPERATURE EXCEEDED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>","1.4 Pa, PRESSURE DROP! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>",1.50 Pa
2024-01-01 02:03:00,"118.47 °C, TEMPERATURE EXCEEDED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>","1.4 Pa, PRESSURE DROP! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>",1.50 Pa
2024-01-01 02:04:00,"128.48 °C, TEMPERATURE EXCEEDED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>","1.4 Pa, PRESSURE DROP! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>",1.50 Pa
2024-01-01 02:05:00,"119.83 °C, TEMPERATURE EXCEEDED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>","1.4 Pa, PRESSURE DROP! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>",1.50 Pa
2024-01-01 02:06:00,"119.92 °C, TEMPERATURE EXCEEDED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>","1.4 Pa, PRESSURE DROP! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>",1.50 Pa
2024-01-01 02:07:00,"118.47 °C, TEMPERATURE EXCEEDED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>","1.4 Pa, PRESSURE DROP! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>",1.50 Pa
2024-01-01 02:08:00,"128.48 °C, TEMPERATURE EXCEEDED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>","1.4 Pa, PRESSURE DROP! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>",1.50 Pa
2024-01-01 02:09:00,"119.83 °C, TEMPERATURE EXCEEDED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>","1.4 Pa, PRESSURE DROP! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>",1.50 Pa
2024-01-01 02:10:00,"119.92 °C, TEMPERATURE EXCEEDED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>","1.4 Pa, PRESSURE DROP! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>",1.50 Pa
2024-01-01 02:11:00,"123.81 °C, TEMPERATURE EXCEEDED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>","1.4 Pa, PRESSURE DROP! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>",1.50 Pa
2024-01-01 02:12:00,"123.84 °C, TEMPERATURE EXCEEDED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>","1.4 Pa, PRESSURE DROP! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>",1.50 Pa
2024-01-01 02:13:00,"121.94 °C, TEMPERATURE EXCEEDED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>","1.8 Pa, PRESSURE DROP! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>",1.50 Pa
2024-01-01 02:14:00,"118.05 °C, TEMPERATURE EXCEEDED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>","1.8 Pa, PRESSURE DROP! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>",1.50 Pa
2024-01-01 02:15:00,"118.47 °C, TEMPERATURE EXCEEDED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>","1.8 Pa, PRESSURE DROP! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>",1.50 Pa
2024-01-01 02:16:00,"128.48 °C, TEMPERATURE EXCEEDED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>","1.8 Pa, PRESSURE DROP! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>",1.50 Pa
2024-01-01 02:17:00,"119.83 °C, TEMPERATURE EXCEEDED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>","1.8 Pa, PRESSURE DROP! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>",1.50 Pa
2024-01-01 02:18:00,"119.92 °C, TEMPERATURE EXCEEDED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>","2 Pa, PRESSURE DROP! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>",1.50 Pa
2024-01-01 02:19:00,"118.47 °C, TEMPERATURE EXCEEDED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>",9.97 Pa,1.50 Pa
2024-01-01 02:20:00,"118.47 °C, TEMPERATURE EXCEEDED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>",9.96 Pa,1.50 Pa
2024-01-01 02:21:00,"119.83 °C, TEMPERATURE EXCEEDED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>",9.96 Pa,1.50 Pa
2024-01-01 02:22:00,"119.92 °C, TEMPERATURE EXCEEDED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>",9.96 Pa,1.50 Pa
2024-01-01 02:23:00,"118.47 °C, TEMPERATURE EXCEEDED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>",9.96 Pa,1.50 Pa
2024-01-01 02:24:00,"118.47 °C, TEMPERATURE EXCEEDED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>",9.95 Pa,1.50 Pa
2024-01-01 02:25:00,"117.47 °C, TEMPERATURE EXCEEDED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>",9.95 Pa,1.50 Pa
2024-01-01 02:26:00,"112.05 °C, TEMPERATURE EXCEEDED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>",9.95 Pa,1.50 Pa
2024-01-01 02:27:00,"108.47 °C, TEMPERATURE EXCEEDED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>",9.94 Pa,1.50 Pa
2024-01-01 02:28:00,"107.47 °C, TEMPERATURE EXCEEDED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>",9.94 Pa,1.50 Pa
2024-01-01 02:29:00,"104.83 °C, TEMPERATURE EXCEEDED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>",9.94 Pa,1.50 Pa
2024-01-01 02:30:00,"102.92 °C, TEMPERATURE EXCEEDED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>",9.93 Pa,1.50 Pa
2024-01-01 02:31:00,102.96°C,9.93 Pa,1.50 Pa
2024-01-01 02:32:00,102.96°C,9.92 Pa,1.50 Pa
2024-01-01 02:33:00,102.95°C,9.92 Pa,1.50 Pa
2024-01-01 02:34:00,102.95°C,9.92 Pa,1.50 Pa
2024-01-01 02:35:00,102.95°C,9.91 Pa,1.50 Pa
2024-01-01 02:36:00,102.94°C,9.91 Pa,1.50 Pa
2024-01-01 02:37:00,102.94°C,9.90 Pa,1.49 Pa
2024-01-01 02:38:00,102.94°C,9.90 Pa,1.49 Pa
2024-01-01 02:39:00,102.93°C,9.90 Pa,1.49 Pa
2024-01-01 02:40:00,102.93°C,9.94 Pa,1.49 Pa
2024-01-01 02:41:00,102.92°C,9.94 Pa,1.49 Pa
2024-01-01 02:42:00,102.92°C,9.93 Pa,1.49 Pa
2024-01-01 02:43:00,102.91°C,9.93 Pa,1.49 Pa
2024-01-01 02:44:00,102.91°C,9.92 Pa,1.49 Pa
2024-01-01 02:45:00,102.90°C,9.92 Pa,1.49 Pa
2024-01-01 02:46:00,102.90°C,9.92 Pa,1.49 Pa
2024-01-01 02:47:00,102.90°C,9.91 Pa,1.49 Pa
2024-01-01 02:48:00,102.89°C,9.91 Pa,1.49 Pa
2024-01-01 02:49:00,102.89°C,9.90 Pa,1.49 Pa
2024-01-01 02:50:00,102.88°C,9.90 Pa,1.49 Pa
2024-01-01 02:51:00,102.87°C,9.90 Pa,1.49 Pa
2024-01-01 02:52:00,102.87°C,9.89 Pa,1.49 Pa
2024-01-01 02:53:00,102.86°C,9.89 Pa,1.49 Pa
2024-01-01 02:54:00,102.86°C,9.88 Pa,1.49 Pa
2024-01-01 02:55:00,102.85°C,9.88 Pa,1.49 Pa
2024-01-01 02:56:00,102.85°C,9.87 Pa,1.49 Pa
2024-01-01 02:57:00,102.84°C,9.87 Pa,1.49 Pa
2024-01-01 02:58:00,102.83°C,9.86 Pa,1.49 Pa
2024-01-01 02:59:00,102.83°C,9.86 Pa,1.49 Pa
2024-01-01 03:00:00,102.82°C,9.85 Pa,1.49 Pa
2024-01-01 03:01:00,102.82°C,9.85 Pa,1.48 Pa
2024-01-01 03:02:00,102.81°C,9.84 Pa,1.48 Pa
2024-01-01 03:03:00,102.80°C,9.83 Pa,1.48 Pa
2024-01-01 03:04:00,102.79°C,9.83 Pa,1.48 Pa
2024-01-01 03:05:00,102.79°C,9.82 Pa,1.48 Pa
2024-01-01 03:06:00,102.78°C,9.82 Pa,1.48 Pa
2024-01-01 03:07:00,102.77°C,9.81 Pa,1.48 Pa
2024-01-01 03:08:00,102.77°C,9.81 Pa,1.48 Pa
2024-01-01 03:09:00,102.76°C,9.80 Pa,1.48 Pa
2024-01-01 03:10:00,102.75°C,9.79 Pa,1.48 Pa
2024-01-01 03:11:00,102.74°C,9.79 Pa,1.48 Pa
2024-01-01 03:12:00,102.74°C,9.78 Pa,1.48 Pa
2024-01-01 03:13:00,102.73°C,9.77 Pa,1.48 Pa
2024-01-01 03:14:00,102.72°C,9.77 Pa,1.48 Pa
2024-01-01 03:15:00,102.71°C,9.76 Pa,1.48 Pa
2024-01-01 03:16:00,102.70°C,9.75 Pa,1.48 Pa
2024-01-01 03:17:00,102.70°C,9.75 Pa,1.47 Pa
2024-01-01 03:18:00,102.69°C,9.74 Pa,1.47 Pa
2024-01-01 03:19:00,102.68°C,9.73 Pa,1.47 Pa
2024-01-01 03:20:00,102.67°C,9.73 Pa,1.47 Pa
2024-01-01 03:21:00,102.66°C,9.72 Pa,1.47 Pa
2024-01-01 03:22:00,102.65°C,9.71 Pa,1.47 Pa
2024-01-01 03:23:00,102.65°C,9.70 Pa,1.47 Pa
2024-01-01 03:24:00,102.64°C,9.70 Pa,1.47 Pa
2024-01-01 03:25:00,102.63°C,9.69 Pa,1.47 Pa
2024-01-01 03:26:00,102.62°C,9.68 Pa,1.47 Pa
2024-01-01 03:27:00,102.61°C,9.67 Pa,1.47 Pa
2024-01-01 03:28:00,102.60°C,9.67 Pa,1.47 Pa
2024-01-01 03:29:00,102.59°C,9.66 Pa,1.47 Pa
2024-01-01 03:30:00,102.58°C,9.65 Pa,1.47 Pa
2024-01-01 03:31:00,102.57°C,9.64 Pa,1.46 Pa
2024-01-01 03:32:00,102.56°C,9.63 Pa,1.46 Pa
2024-01-01 03:33:00,102.55°C,9.63 Pa,1.46 Pa
2024-01-01 03:34:00,102.54°C,9.62 Pa,1.46 Pa
2024-01-01 03:35:00,102.53°C,9.61 Pa,1.46 Pa
2024-01-01 03:36:00,102.52°C,9.60 Pa,1.46 Pa
2024-01-01 03:37:00,102.51°C,9.59 Pa,1.46 Pa
2024-01-01 03:38:00,102.50°C,9.58 Pa,1.46 Pa
2024-01-01 03:39:00,102.49°C,9.57 Pa,1.46 Pa
2024-01-01 03:40:00,102.48°C,9.57 Pa,1.46 Pa
2024-01-01 03:41:00,102.47°C,9.56 Pa,1.46 Pa
2024-01-01 03:42:00,102.46°C,9.55 Pa,1.45 Pa
2024-01-01 03:43:00,102.45°C,9.54 Pa,1.45 Pa
2024-01-01 03:44:00,102.44°C,9.53 Pa,1.45 Pa
2024-01-01 03:45:00,102.42°C,9.52 Pa,1.45 Pa
2024-01-01 03:46:00,102.41°C,9.51 Pa,1.45 Pa
2024-01-01 03:47:00,102.40°C,9.50 Pa,1.45 Pa
2024-01-01 03:48:00,102.39°C,9.49 Pa,1.45 Pa
2024-01-01 03:49:00,102.38°C,9.48 Pa,1.45 Pa
2024-01-01 03:50:00,102.37°C,9.47 Pa,1.45 Pa
2024-01-01 03:51:00,102.36°C,9.46 Pa,1.45 Pa
2024-01-01 03:52:00,102.34°C,9.45 Pa,1.45 Pa
2024-01-01 03:53:00,102.33°C,9.44 Pa,1.44 Pa
2024-01-01 03:54:00,102.32°C,9.43 Pa,1.44 Pa
2024-01-01 03:55:00,102.31°C,9.42 Pa,1.44 Pa
2024-01-01 03:56:00,102.30°C,9.41 Pa,1.44 Pa
2024-01-01 03:57:00,102.28°C,9.40 Pa,1.44 Pa
2024-01-01 03:58:00,102.27°C,9.39 Pa,1.33 Pa
2024-01-01 03:59:00,102.26°C,9.38 Pa,"1.2 Pa, POTENTIAL FAILURE DETECTED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 04:00:00,102.25°C,9.37 Pa,"1.2 Pa, POTENTIAL FAILURE DETECTED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 04:01:00,102.23°C,9.36 Pa,"1.2 Pa, POTENTIAL FAILURE DETECTED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 04:02:00,102.22°C,9.35 Pa,"1.2 Pa, POTENTIAL FAILURE DETECTED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 04:03:00,102.21°C,9.34 Pa,"1.2 Pa, POTENTIAL FAILURE DETECTED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 04:04:00,102.20°C,9.33 Pa,"1.2 Pa, POTENTIAL FAILURE DETECTED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 04:05:00,102.18°C,9.32 Pa,"1.2 Pa, POTENTIAL FAILURE DETECTED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 04:06:00,102.17°C,9.31 Pa,"1.2 Pa, POTENTIAL FAILURE DETECTED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 04:07:00,102.16°C,9.30 Pa,"1.2 Pa, POTENTIAL FAILURE DETECTED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 04:08:00,102.14°C,9.29 Pa,"1.2 Pa, POTENTIAL FAILURE DETECTED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 04:09:00,102.13°C,9.28 Pa,"1.2 Pa, POTENTIAL FAILURE DETECTED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 04:10:00,102.12°C,9.26 Pa,"1.2 Pa, POTENTIAL FAILURE DETECTED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 04:11:00,102.10°C,9.25 Pa,"1.2 Pa, POTENTIAL FAILURE DETECTED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 04:12:00,102.09°C,9.24 Pa,"1.1 Pa, POTENTIAL FAILURE DETECTED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 04:13:00,102.08°C,9.23 Pa,"1.1 Pa, POTENTIAL FAILURE DETECTED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 04:14:00,102.06°C,9.22 Pa,"1.1 Pa, POTENTIAL FAILURE DETECTED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
